Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693168106.655866
ThreadStarted;1693168106.656867
WorkerResourceThreadStarted;1693168106.65786
DeviceConnected;1693168106.692016
Filename;0_2023_08_27_23_28_28_HAnaYv-xsHATdd3aAAAt.json
ProcessReady;1693168106.698335
FirstDataSent;1693168106.905166
FirstResponseReceived;1693168106.924048
TheadStopped;1693168117.4009
