Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692439795.814616
ThreadStarted;1692439795.814616
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692439795.814616
BrokerIPAssigned;1692439795.978837
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;0.5686438102936416
AssignWorkerDeviceRequested;1692439795.978837
WorkerDeviceAssigned;1692439796.078413
WorkerIP;212.253.104.215
CPU_Usage;1.5113350125944613
WorkerResourceThreadStarted;1692439796.08021
CloudResourceThreadStarted;1692439796.081222
DeviceConnected;1692439796.398914
Filename;undefined_2023_08_19_13_09_58_6Hut_KUfETkOwf0fAAA1.json
Filename;0_2023_08_19_13_09_57_WgYQEMBsIQTbHuxtAAAz.json
ProcessReady;1692439796.537744
FirstDataSent;1692439796.613602
FirstResponseReceived;1692439796.666483
TheadStopped;1692439807.104679
