Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1695642252.008117
ThreadStarted;1695642252.01012
WorkerResourceThreadStarted;1695642252.012121
DeviceConnected;1695642252.517736
Filename;0_2023_09_25_11_44_12_t3hw5zIJS3db-w1YAACL.json
ProcessReady;1695642252.60684
FirstDataSent;1695642252.733499
FirstResponseReceived;1695642252.813056
TheadStopped;1695642263.218419
