Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692403968.612144
ThreadStarted;1692403968.613098
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692403968.613098
BrokerIPAssigned;1692403968.714957
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
AssignWorkerDeviceRequested;1692403968.715962
WorkerDeviceAssigned;1692403968.725878
WorkerIP;192.168.2.125
CPU_Usage;1.5113350125944613
WorkerResourceThreadStarted;1692403968.727042
BrokerResourceThreadStarted;1692403968.728044
CloudResourceThreadStarted;1692403968.729046
DeviceConnected;1692403968.772811
Filename;0_2023_08_19_03_12_49_tgpB1q8W_q1dVoTFAAAb.json
ProcessReady;1692403968.798317
FirstDataSent;1692403968.984109
FirstResponseReceived;1692403968.992489
TheadStopped;1692403979.475993
