Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1695642703.438358
ThreadStarted;1695642703.439337
WorkerResourceThreadStarted;1695642703.440337
DeviceConnected;1695642703.976106
Filename;0_2023_09_25_11_51_44_SUWQ2W0K97TDVZuzAACv.json
ProcessReady;1695642704.066947
FirstDataSent;1695642704.190174
FirstResponseReceived;1695642704.274593
TheadStopped;1695642714.6763
