Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1637642.541307
BluetoothConnected;1637642.566539
ThreadStarted:1637656.957383
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1637656.959738
AssignWorkerDeviceRequested;1637657.210298
BrokerIPAssigned;1637657.209308
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
SocketInitialized;1637657.239663
WorkerDeviceAssigned;1637657.233312
WorkerIP;192.168.2.151
CPU_Usage;1.2562814070351758
DeviceConnected:1637657.329984
FilenameTime:1637657.351959
Filename:1_2023_08_18_09_31_05_QKBNmw9e_7hVOO_mAAAz.json
ProcessReady;1637657.369449
FirstResponseReceived;1637657.415552
