Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692439822.232981
ThreadStarted;1692439822.233982
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692439822.233982
BrokerIPAssigned;1692439822.517338
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;0.5686438102936416
AssignWorkerDeviceRequested;1692439822.518276
WorkerDeviceAssigned;1692439822.609245
WorkerIP;212.253.104.215
CPU_Usage;2.2499999999999964
WorkerResourceThreadStarted;1692439822.611125
CloudResourceThreadStarted;1692439822.612131
DeviceConnected;1692439822.960546
Filename;undefined_2023_08_19_13_10_25_lMdLwDGxNbl1AftjAAA3.json
Filename;0_2023_08_19_13_10_24_o1ctsoPhQwzJXRz6AAA1.json
ProcessReady;1692439823.096527
FirstDataSent;1692439823.162522
FirstResponseReceived;1692439823.212597
TheadStopped;1692439833.648717
