Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Capacitance

7266,-0.87,-0.26,0.11,14.0,2.43,2.75,475

7286,-0.95,-0.24,0.14,8.53,0.87,3.35,472

7306,-0.92,-0.26,0.09,0.21,-2.88,5.24,472

7326,-0.88,-0.33,0.1,-2.43,-6.09,-11.94,472

7346,-0.88,-0.34,0.1,-0.28,-2.67,-3.65,472

7366,-0.93,-0.29,0.08,2.21,-3.14,-9.3,472

7387,-0.89,-0.24,0.08,1.62,-2.3,2.36,472

7406,-0.88,-0.28,0.1,0.29,-1.89,4.19,472

7427,-0.94,-0.31,0.11,0.24,-2.21,-5.32,473

7446,-0.91,-0.28,0.08,-0.23,-3.63,0.43,472

7467,-0.9,-0.27,0.1,-0.09,-3.55,-4.15,473

7486,-0.94,-0.28,0.08,0.96,-4.84,-4.73,473

7506,-0.95,-0.24,0.08,1.45,-4.53,-10.76,473

7526,-0.97,-0.22,0.09,7.28,-2.64,-8.33,474

7546,-1.03,-0.06,0.07,13.1,3.32,-10.03,475

7566,-1.08,0.02,0.11,21.25,6.42,-26.43,477

7586,-1.0,0.12,0.3,26.43,5.85,-46.57,480

7606,-0.86,0.01,0.29,9.75,4.09,-42.83,481

7626,-0.94,-0.17,0.24,-16.41,-2.01,-40.0,481

7646,-0.99,-0.32,0.2,-35.67,-12.85,-32.27,481

7666,-0.9,-0.4,0.16,-32.54,-14.73,-9.55,481

7686,-0.93,-0.42,0.31,-17.74,-16.53,5.98,482

7706,-0.92,-0.24,0.2,-15.21,-24.62,31.74,482

7727,-0.99,-0.16,0.19,-16.8,-28.41,44.34,482

7746,-1.02,-0.19,0.23,-14.37,-34.29,57.88,482

7767,-0.95,-0.22,0.22,-10.87,-32.47,70.58,482

7786,-0.94,-0.2,0.21,-6.78,-31.55,74.02,482

7806,-0.9,-0.17,0.18,-2.23,-33.68,81.89,482

7826,-0.83,-0.23,0.07,1.05,-27.78,74.4,481

7846,-0.89,-0.27,0.15,10.67,-23.89,69.99,481

7866,-0.79,-0.24,0.16,20.49,-20.06,89.69,481

7886,-0.84,-0.29,0.15,36.39,-2.33,67.93,481

7906,-0.87,-0.19,0.14,39.31,-4.32,77.4,481

7926,-0.79,-0.19,0.13,35.33,-2.9,71.3,481

7946,-0.84,-0.21,0.13,35.94,-0.61,61.92,481

7966,-0.91,-0.14,0.21,36.49,2.51,57.63,481

7986,-0.91,-0.16,0.19,33.34,6.35,44.23,481

8006,-0.85,-0.09,0.19,27.66,11.15,40.54,481

8027,-0.87,-0.04,0.17,9.25,5.47,14.35,481

8046,-0.92,-0.11,0.15,-4.28,3.77,4.59,481

8067,-0.91,-0.19,0.17,-8.02,4.58,6.49,481

8086,-0.87,-0.18,0.14,-3.45,15.33,-16.27,481

8107,-0.93,-0.09,0.15,-12.09,18.35,-21.64,481

8126,-0.89,-0.06,0.08,-34.92,13.41,-30.92,481

8146,-0.89,-0.14,0.19,-56.19,12.03,-48.76,481

8166,-1.17,-0.24,0.44,-66.69,9.42,-34.5,481

8186,-1.38,-0.23,0.69,-57.86,-0.61,-15.73,482

8206,-0.85,-0.39,0.18,-48.67,-3.1,-46.02,482

8226,-0.95,-0.1,-0.16,-49.82,15.65,-47.3,482

8246,-0.91,0.08,-0.28,-50.8,15.22,-21.88,480

8266,-0.82,-0.1,0.19,-46.49,15.7,-41.93,479

8286,-0.89,-0.31,0.41,-32.66,22.74,-34.61,481

8306,-0.98,-0.41,-0.01,-23.21,29.42,-26.65,480

8326,-0.89,-0.39,-0.19,-21.09,25.04,-38.6,479

8346,-0.83,-0.5,-0.09,-2.96,31.9,-38.9,479

8367,-0.99,-0.39,0.01,8.58,33.9,-27.61,479

8386,-0.84,-0.41,-0.01,11.6,29.9,-24.82,479

8407,-0.94,-0.38,0.03,20.33,35.38,-20.97,479

8426,-0.92,-0.24,0.03,17.17,27.15,-24.67,479

8446,-0.89,-0.27,0.02,19.48,30.9,-26.14,479

8466,-0.95,-0.15,0.08,20.65,30.58,-27.22,478

8486,-0.95,-0.1,0.04,5.02,24.55,-24.89,478

8506,-0.9,-0.22,-0.03,-3.67,22.63,-32.7,478

8526,-0.9,-0.24,-0.03,-5.67,21.27,-26.33,478

8546,-0.91,-0.3,0.02,-6.22,19.9,-29.53,477

8566,-0.92,-0.28,0.02,-6.84,18.45,-36.49,477

8586,-0.88,-0.23,-0.02,-17.15,13.35,-35.45,477

8606,-0.88,-0.3,-0.03,-24.77,11.13,-28.56,476

8626,-0.87,-0.25,0.02,-24.66,10.55,-29.78,476

8646,-0.83,-0.31,-0.03,-13.38,18.03,-32.28,476

8667,-0.91,-0.38,-0.02,-6.52,21.77,-40.85,476

8686,-0.86,-0.43,-0.03,-8.9,15.73,-45.25,475

8707,-0.83,-0.35,-0.09,-6.4,17.93,-40.01,475

8726,-0.9,-0.29,-0.09,-5.68,19.59,-43.38,475

8747,-0.9,-0.4,-0.09,-3.42,20.08,-49.57,475

8766,-0.85,-0.46,-0.06,3.69,22.49,-62.26,476

8786,-0.85,-0.43,-0.07,11.26,27.91,-63.57,476

8806,-0.93,-0.38,-0.06,16.32,33.18,-49.09,477

8826,-1.1,-0.31,-0.04,28.99,40.02,-63.96,479

8846,-1.3,-0.37,0.36,54.75,44.29,-95.85,482

8866,-1.32,-0.43,0.6,104.7,62.09,-137.33,486

8886,-1.45,-0.38,0.67,146.14,82.84,-160.26,489

8906,-1.72,-0.15,0.61,162.72,95.16,-172.99,493

8926,-1.43,0.0,0.26,123.8,77.25,-151.34,493

8946,-0.96,-0.11,-0.15,36.04,39.39,-113.79,491

8966,-0.63,-0.35,-0.38,-74.0,6.75,-102.43,488

8986,-0.58,-0.87,-0.4,-101.01,9.24,-96.71,488

9007,-0.51,-1.38,-0.31,-23.67,10.23,-75.38,488

9026,-0.49,-1.12,-0.22,51.36,16.29,19.79,489

9047,-0.28,-0.73,0.01,95.66,-5.63,69.52,488

9066,-0.3,-0.58,-0.16,74.07,-26.23,116.71,488

9086,-0.27,-0.5,-0.04,42.75,-40.97,170.33,487

9106,-0.42,-0.63,-0.06,8.3,-70.71,200.03,486

9126,-0.37,-0.72,-0.02,-16.99,-87.74,227.37,486

9146,-0.37,-0.84,-0.03,-22.7,-103.52,241.83,486

9166,-0.43,-0.77,0.06,-26.03,-103.22,266.08,484

9186,-0.56,-0.75,0.1,-45.01,-113.48,274.22,482

9206,-0.66,-0.68,0.11,-49.38,-111.78,264.7,480

9226,-0.84,-0.64,0.13,-23.48,-91.69,237.77,477

9246,-0.99,-0.65,0.16,9.83,-80.13,211.11,475

9266,-0.89,-0.35,0.15,46.93,-41.36,178.42,475

9286,-0.92,-0.04,0.02,62.99,-12.97,130.25,476

9307,-1.0,0.16,0.15,53.45,0.17,72.81,476

9326,-0.91,0.23,0.14,37.08,10.98,4.33,476

