Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1695642578.066661
ThreadStarted;1695642578.067683
WorkerResourceThreadStarted;1695642578.06866
DeviceConnected;1695642578.575722
Filename;0_2023_09_25_11_49_38_bXr1RtM627Ewlrr5AACl.json
ProcessReady;1695642578.648374
FirstDataSent;1695642578.789923
FirstResponseReceived;1695642578.867689
TheadStopped;1695642589.284023
