Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1672055.043813
BluetoothConnected;1672055.068192
ThreadStarted:1672067.896641
SocketInitialized;1672067.900566
DeviceConnected:1672068.482768
FilenameTime:1672068.586060
Filename:1_2023_08_18_17_13_57_tbugIOtPBNRM2LjvAAAr.json
ProcessReady;1672068.687305
FirstResponseReceived;1672068.791933
