Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1695642302.323269
ThreadStarted;1695642302.324272
WorkerResourceThreadStarted;1695642302.326271
DeviceConnected;1695642302.784859
Filename;0_2023_09_25_11_45_02_DxQDQ2vikB4txPugAACP.json
ProcessReady;1695642302.865287
FirstDataSent;1695642302.996872
FirstResponseReceived;1695642303.076493
TheadStopped;1695642313.487117
