Feature;Value
ApplicationName;GaitAnalysis
TestType;Worker
DeviceURL;http://192.168.2.151:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1690060.173791
BluetoothConnected;1690060.198155
ThreadStarted:1690069.884177
SocketInitialized;1690069.889732
DeviceConnected:1690069.977899
FilenameTime:1690070.004602
Filename:1_2023_08_19_01_14_03_U_4-fXFb0JKirH9pAAB7.json
ProcessReady;1690070.019659
FirstResponseReceived;1690070.089748
