Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692439847.460763
ThreadStarted;1692439847.460763
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692439847.460763
BrokerIPAssigned;1692439847.641088
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;0.5686438102936416
AssignWorkerDeviceRequested;1692439847.642092
WorkerDeviceAssigned;1692439847.732709
WorkerIP;212.253.104.215
CPU_Usage;1.0126582278481067
WorkerResourceThreadStarted;1692439847.734522
CloudResourceThreadStarted;1692439847.736527
DeviceConnected;1692439848.045535
Filename;undefined_2023_08_19_13_10_50_X2rU1TDqo7Jx1JXuAAA5.json
Filename;0_2023_08_19_13_10_49_hX_Ri6GK3J5cxUmTAAA3.json
ProcessReady;1692439848.184133
FirstDataSent;1692439848.256559
FirstResponseReceived;1692439848.30459
TheadStopped;1692439858.743637
