Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1653611.480354
BluetoothConnected;1653611.519789
ThreadStarted:1653617.034907
AssignFogNode_Latitude;41.1073167
AssignFogNode_Longitude;28.7827155
AssignFogNodeRequested;1653617.038860
AssignWorkerDeviceRequested;1653617.290382
BrokerIPAssigned;1653617.289590
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;17.817096378779162
SocketInitialized;1653617.395735
WorkerDeviceAssigned;1653617.383058
WorkerIP;192.168.2.151
CPU_Usage;1.2594458438287104
DeviceConnected:1653617.672735
FilenameTime:1653617.759177
Filename:undefined_2023_08_18_14_35_58_0v_PkvlPvCF18O9FAAAP.json
FilenameTime:1653617.794826
Filename:1_2023_08_18_14_35_57_TAFbGecz7KRjIahZAAAN.json
ProcessReady;1653617.796366
FirstResponseReceived;1653617.885585
