Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693163113.486334
ThreadStarted;1693163113.487334
WorkerResourceThreadStarted;1693163113.488328
DeviceConnected;1693163113.787816
Filename;0_2023_08_27_19_05_14_alK6wxDbNtEUqHviAAAj.json
ProcessReady;1693163113.837178
FirstDataSent;1693163113.992054
FirstResponseReceived;1693163114.038886
TheadStopped;1693163124.475257
