Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;375786.485614
BluetoothConnected;375786.525244
ThreadStarted:375794.075646
SocketInitialized;375794.092450
DeviceConnected:375794.609997
FilenameTime:375794.704833
Filename:1_2023_09_19_08_50_01_1yvgi_ABhwVp2Rr_AABJ.json
ProcessReady;375794.778798
FirstResponseReceived;375794.887077
