Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692439595.641649
ThreadStarted;1692439595.642651
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692439595.642651
BrokerIPAssigned;1692439595.802624
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;0.5686438102936416
AssignWorkerDeviceRequested;1692439595.802624
WorkerDeviceAssigned;1692439595.89023
WorkerIP;212.253.104.215
CPU_Usage;1.5075376884422065
WorkerResourceThreadStarted;1692439595.892194
CloudResourceThreadStarted;1692439595.893175
DeviceConnected;1692439596.19823
Filename;undefined_2023_08_19_13_06_38_KVCFetGVMm7nOh4GAAAl.json
Filename;0_2023_08_19_13_06_37_sJwztnd7zDn7_hpNAAAj.json
ProcessReady;1692439596.338216
FirstDataSent;1692439596.401844
FirstResponseReceived;1692439596.455883
TheadStopped;1692439606.894135
