Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693163311.315821
ThreadStarted;1693163311.315821
WorkerResourceThreadStarted;1693163311.31682
DeviceConnected;1693163311.592172
Filename;0_2023_08_27_19_08_32_VW30rJZ-_HzaaOj9AAAz.json
ProcessReady;1693163311.640185
FirstDataSent;1693163311.795258
FirstResponseReceived;1693163311.840471
TheadStopped;1693163322.277793
