Feature;Value
ApplicationName;GaitAnalysis
TestType;Worker
DeviceURL;http://192.168.2.151:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693188708.753266
ThreadStarted;1693188708.754195
WorkerResourceThreadStarted;1693188708.754195
DeviceConnected;1693188708.789028
Filename;0_2023_08_28_05_11_50_nbg2nnrE3AP3CwCsAAAv.json
ProcessReady;1693188708.812015
FirstDataSent;1693188709.002991
FirstResponseReceived;1693188709.011014
TheadStopped;1693188719.493249
