Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1653432.925986
BluetoothConnected;1653432.965776
ThreadStarted:1653437.659749
AssignFogNode_Latitude;41.1073161
AssignFogNode_Longitude;28.7825981
AssignFogNodeRequested;1653437.663948
AssignWorkerDeviceRequested;1653437.915330
BrokerIPAssigned;1653437.914497
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;17.824814769797356
SocketInitialized;1653438.017096
WorkerDeviceAssigned;1653438.004498
WorkerIP;192.168.2.151
CPU_Usage;1.5075376884422065
DeviceConnected:1653438.299409
FilenameTime:1653438.360883
Filename:undefined_2023_08_18_14_32_58_40WynApJy_cuyQNPAAAL.json
FilenameTime:1653438.406167
Filename:1_2023_08_18_14_32_58_YH5maSg0kvTksEpYAAAJ.json
ProcessReady;1653438.407229
FirstResponseReceived;1653438.486671
