Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1637589.424610
BluetoothConnected;1637589.451855
ThreadStarted:1637596.047193
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1637596.050246
AssignWorkerDeviceRequested;1637596.280971
BrokerIPAssigned;1637596.279886
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
SocketInitialized;1637596.310704
WorkerDeviceAssigned;1637596.304383
WorkerIP;192.168.2.151
CPU_Usage;2.2556390977443663
DeviceConnected:1637596.388551
FilenameTime:1637596.417061
Filename:1_2023_08_18_09_30_04_pTEiFHzneUcWzuB1AAAx.json
ProcessReady;1637596.436637
FirstResponseReceived;1637596.490942
