Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;18000
TestDataRepeatCount;1
ThreadCreated;1692400995.083414
ThreadStarted;1692400995.083414
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692400995.083414
BrokerIPAssigned;1692400995.188768
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
AssignWorkerDeviceRequested;1692400995.188768
WorkerDeviceAssigned;1692400995.200557
WorkerIP;192.168.2.125
CPU_Usage;2.0000000000000018
WorkerResourceThreadStarted;1692400995.201579
BrokerResourceThreadStarted;1692400995.202583
CloudResourceThreadStarted;1692400995.203582
DeviceConnected;1692400995.249502
Filename;0_2023_08_19_02_23_16_pTcynxaGcUJEPrIsAAAJ.json
ProcessReady;1692400995.277207
FirstDataSent;1692400995.456198
FirstResponseReceived;1692400995.464295
TheadStopped;1692401359.943663
