Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692403919.337863
ThreadStarted;1692403919.337863
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692403919.337863
BrokerIPAssigned;1692403919.436779
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
AssignWorkerDeviceRequested;1692403919.437783
WorkerDeviceAssigned;1692403919.446286
WorkerIP;192.168.2.125
CPU_Usage;1.5075376884422065
WorkerResourceThreadStarted;1692403919.448264
BrokerResourceThreadStarted;1692403919.449266
CloudResourceThreadStarted;1692403919.450263
DeviceConnected;1692403919.489576
Filename;0_2023_08_19_03_12_00_C-0UwVAGYXH4mlmFAAAX.json
ProcessReady;1692403919.513094
FirstDataSent;1692403919.697721
FirstResponseReceived;1692403919.706486
TheadStopped;1692403930.181473
