Feature;Value
ApplicationName;GaitAnalysis
TestType;Worker
DeviceURL;http://192.168.2.151:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1690191.437540
BluetoothConnected;1690191.461231
ThreadStarted:1690221.485628
SocketInitialized;1690221.491738
DeviceConnected:1690221.577671
FilenameTime:1690221.593871
Filename:1_2023_08_19_01_16_35_dqCDkCLKibZtH310AACB.json
ProcessReady;1690221.612223
FirstResponseReceived;1690221.633231
