Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1695642377.44034
ThreadStarted;1695642377.442357
WorkerResourceThreadStarted;1695642377.443358
DeviceConnected;1695642377.910524
Filename;0_2023_09_25_11_46_17_PBXvZNjkUXMECOALAACV.json
ProcessReady;1695642377.986839
FirstDataSent;1695642378.120731
FirstResponseReceived;1695642378.197692
TheadStopped;1695642388.60228
