Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1670621.780146
BluetoothConnected;1670621.807191
ThreadStarted:1670626.572581
SocketInitialized;1670626.577998
DeviceConnected:1670627.067443
FilenameTime:1670627.168357
Filename:1_2023_08_18_16_20_03_gQZELmd-nkHcxeaVAAAH.json
ProcessReady;1670627.222084
FirstResponseReceived;1670627.283190
