Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1682343.604645
BluetoothConnected;1682343.626705
ThreadStarted:1682371.034162
SocketInitialized;1682371.039220
DeviceConnected:1682371.124888
FilenameTime:1682371.145411
Filename:1_2023_08_18_23_05_45_lCC0F8Kc5fId_BSKAAAa.json
ProcessReady;1682371.150563
FirstResponseReceived;1682371.178889
