Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693163064.228162
ThreadStarted;1693163064.229158
WorkerResourceThreadStarted;1693163064.230157
DeviceConnected;1693163064.522851
Filename;0_2023_08_27_19_04_25_QdqL9-BBdc5BTtv9AAAf.json
ProcessReady;1693163064.572676
FirstDataSent;1693163064.731583
FirstResponseReceived;1693163064.780173
TheadStopped;1693163075.213233
