Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692439670.662745
ThreadStarted;1692439670.663746
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692439670.663746
BrokerIPAssigned;1692439670.862544
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;0.5686438102936416
AssignWorkerDeviceRequested;1692439670.86352
WorkerDeviceAssigned;1692439670.962607
WorkerIP;212.253.104.215
CPU_Usage;1.995012468827928
WorkerResourceThreadStarted;1692439670.964563
CloudResourceThreadStarted;1692439670.965545
DeviceConnected;1692439671.265999
Filename;undefined_2023_08_19_13_07_53_my2o41Cw-1dG8zUoAAAr.json
Filename;0_2023_08_19_13_07_52_N4T6a8qoTg4cbaMFAAAp.json
ProcessReady;1692439671.397835
FirstDataSent;1692439671.471047
FirstResponseReceived;1692439671.513825
TheadStopped;1692439681.957636
