Feature;Value
ApplicationName;GaitAnalysis
TestType;Worker
DeviceURL;http://192.168.2.151:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693188514.381551
ThreadStarted;1693188514.381551
WorkerResourceThreadStarted;1693188514.382563
DeviceConnected;1693188514.412911
Filename;0_2023_08_28_05_08_35_adSMleFjOwUbBBGJAAAf.json
ProcessReady;1693188514.442018
FirstDataSent;1693188514.629461
FirstResponseReceived;1693188514.636862
TheadStopped;1693188525.124261
