Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Capacitance
7267,-0.89,-0.32,0.08,1.77,-1.87,0.56,486
7287,-0.91,-0.31,0.07,-1.13,-2.22,-0.37,484
7307,-0.9,-0.34,0.05,-1.74,-2.46,-0.28,484
7327,-0.88,-0.35,0.06,-0.32,-1.56,-0.78,484
7347,-0.89,-0.34,0.06,-0.49,-1.77,-0.95,484
7367,-0.88,-0.33,0.07,-1.64,-2.31,-1.47,484
7388,-0.89,-0.34,0.04,-2.42,-1.84,-1.87,484
7408,-0.88,-0.35,0.04,-3.58,-2.89,-0.8,484
7429,-0.9,-0.36,0.07,-4.05,-3.13,-1.27,484
7448,-0.89,-0.31,0.07,-5.29,-3.47,-1.36,484
7469,-0.9,-0.29,0.06,-7.1,-4.0,-2.23,484
7488,-0.92,-0.25,0.04,-8.37,-3.13,-4.43,485
7508,-0.97,-0.19,0.04,-7.74,-1.85,-7.9,485
7528,-0.9,-0.29,0.05,-3.99,-2.16,-13.06,485
7548,-0.87,-0.37,0.08,-2.61,-0.39,-13.03,486
7568,-0.86,-0.41,0.06,-6.52,-1.36,-14.54,486
7588,-0.89,-0.39,0.02,-6.72,-1.44,-13.91,486
7608,-0.9,-0.37,0.02,-4.37,-0.02,-11.59,486
7628,-0.93,-0.37,0.06,-3.59,-5.91,-9.93,487
7648,-0.84,-0.36,0.1,-5.61,-2.97,-12.43,488
7668,-0.84,-0.41,0.08,-9.42,-3.13,-14.6,488
7688,-0.88,-0.45,0.04,-12.49,-4.23,-14.58,489
7708,-0.84,-0.51,0.06,-9.47,-4.94,-14.72,489
7729,-0.79,-0.56,0.07,3.02,3.72,-13.22,490
7749,-0.85,-0.51,0.06,7.43,1.84,-6.08,490
7770,-0.84,-0.47,0.06,5.6,-0.86,-3.36,491
7789,-0.76,-0.47,0.03,-0.38,-4.05,-2.32,491
7810,-0.76,-0.52,0.02,-0.89,-0.55,-2.58,490
7829,-0.94,-0.48,0.04,4.73,1.08,-1.85,490
