Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1695642552.996171
ThreadStarted;1695642552.997175
WorkerResourceThreadStarted;1695642552.999188
DeviceConnected;1695642553.493666
Filename;0_2023_09_25_11_49_13_sWxg7SZ6HWUhov8xAACj.json
ProcessReady;1695642553.570395
FirstDataSent;1695642553.704275
FirstResponseReceived;1695642553.777619
TheadStopped;1695642564.185402
