Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;18000
TestDataRepeatCount;1
ThreadCreated;1647831.366989
BluetoothConnected;1647831.405158
ThreadStarted:1647841.972526
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1647841.976953
AssignWorkerDeviceRequested;1647842.236637
BrokerIPAssigned;1647842.235478
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;17.815618448756158
SocketInitialized;1647842.342801
WorkerDeviceAssigned;1647842.329570
WorkerIP;192.168.2.151
CPU_Usage;1.2562814070351758
DeviceConnected:1647842.626717
FilenameTime:1647842.682180
Filename:undefined_2023_08_18_12_22_44_dzVXfNBO6LesNJzDAAAJ.json
FilenameTime:1647842.721768
Filename:1_2023_08_18_12_22_43_l4RrH1AqHvpiCaiGAAAH.json
ProcessReady;1647842.722796
FirstResponseReceived;1647842.827056
