Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;375501.310655
BluetoothConnected;375501.355813
ThreadStarted:375515.451826
SocketInitialized;375515.464348
DeviceConnected:375515.991763
FilenameTime:375516.089118
Filename:1_2023_09_19_08_45_23_Em278Ho47aI4slUiAAA5.json
ProcessReady;375516.159916
FirstResponseReceived;375516.287341
