Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1637089.067197
BluetoothConnected;1637089.091895
ThreadStarted:1637109.870271
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1637109.872641
AssignWorkerDeviceRequested;1637110.085484
BrokerIPAssigned;1637110.084409
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
SocketInitialized;1637110.115949
WorkerDeviceAssigned;1637110.109214
WorkerIP;192.168.2.151
CPU_Usage;1.995012468827928
DeviceConnected:1637110.200255
FilenameTime:1637110.218590
Filename:1_2023_08_18_09_21_58_5zn5saHYVkSvOYYwAAAb.json
ProcessReady;1637110.238663
FirstResponseReceived;1637110.272779
