Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693162989.861201
ThreadStarted;1693162989.861201
WorkerResourceThreadStarted;1693162989.862202
DeviceConnected;1693162990.173418
Filename;0_2023_08_27_19_03_11_jp6HctaIid104yPaAAAZ.json
ProcessReady;1693162990.223622
FirstDataSent;1693162990.387756
FirstResponseReceived;1693162990.437201
TheadStopped;1693163000.872135
