Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1637349.947059
BluetoothConnected;1637349.972789
ThreadStarted:1637376.224121
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1637376.226601
AssignWorkerDeviceRequested;1637376.533402
BrokerIPAssigned;1637376.532393
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
SocketInitialized;1637376.563531
WorkerDeviceAssigned;1637376.555366
WorkerIP;192.168.2.151
CPU_Usage;1.2562814070351758
DeviceConnected:1637376.647536
FilenameTime:1637376.677605
Filename:1_2023_08_18_09_26_25_8u5gUjZQ4JLWZ5vlAAAl.json
ProcessReady;1637376.677891
FirstResponseReceived;1637376.712985
