Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1637915.058315
BluetoothConnected;1637915.084367
ThreadStarted:1637944.093484
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1637944.095846
AssignWorkerDeviceRequested;1637944.442700
BrokerIPAssigned;1637944.441735
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
SocketInitialized;1637944.473525
WorkerDeviceAssigned;1637944.466612
WorkerIP;192.168.2.151
CPU_Usage;1.995012468827928
DeviceConnected:1637944.560304
FilenameTime:1637944.588889
Filename:1_2023_08_18_09_35_52_rfxb6M_JCGrZYyAjAAA_.json
ProcessReady;1637944.598018
FirstResponseReceived;1637944.646476
