Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1637396.263406
BluetoothConnected;1637396.287918
ThreadStarted:1637406.604098
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1637406.606312
AssignWorkerDeviceRequested;1637406.839812
BrokerIPAssigned;1637406.838862
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
SocketInitialized;1637406.868597
WorkerDeviceAssigned;1637406.862090
WorkerIP;192.168.2.151
CPU_Usage;1.2562814070351758
DeviceConnected:1637406.948712
FilenameTime:1637406.974883
Filename:1_2023_08_18_09_26_55_3WIhO7qphjRbL6KlAAAn.json
ProcessReady;1637406.989455
FirstResponseReceived;1637407.036851
