Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1637170.125973
BluetoothConnected;1637170.152152
ThreadStarted:1637174.094757
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1637174.097265
AssignWorkerDeviceRequested;1637174.392995
BrokerIPAssigned;1637174.392049
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
SocketInitialized;1637174.422757
WorkerDeviceAssigned;1637174.415887
WorkerIP;192.168.2.151
CPU_Usage;2.0000000000000018
DeviceConnected:1637174.504639
FilenameTime:1637174.694350
Filename:1_2023_08_18_09_23_03_EW9nPDdLYQPyZFUfAAAf.json
ProcessReady;1637174.717757
FirstResponseReceived;1637174.759286
