Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1682227.098261
BluetoothConnected;1682227.123222
ThreadStarted:1682234.322668
SocketInitialized;1682234.327553
DeviceConnected:1682234.418854
FilenameTime:1682234.439364
Filename:1_2023_08_18_23_03_28_ddTjO43fNZeNomRqAAAW.json
ProcessReady;1682234.445114
FirstResponseReceived;1682234.468787
