Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1671228.136539
BluetoothConnected;1671228.158947
ThreadStarted:1671236.089544
SocketInitialized;1671236.094244
DeviceConnected:1671236.558974
FilenameTime:1671236.658808
Filename:1_2023_08_18_16_30_12_9Sq9Y9KpRVHbgVCxAAAT.json
ProcessReady;1671236.780706
FirstResponseReceived;1671236.967644
