Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Capacitance

7266,-0.89,-0.32,0.04,-2.78,-1.18,7.42,469

7286,-0.89,-0.33,0.05,-0.36,-0.89,1.64,466

7306,-0.9,-0.29,0.05,1.06,-0.03,8.16,466

7326,-0.91,-0.27,0.04,-3.13,-2.02,2.5,466

7346,-0.89,-0.35,0.06,-2.33,-5.38,-0.42,466

7366,-0.92,-0.27,0.09,-3.19,-3.7,3.29,466

7387,-0.91,-0.33,0.04,-7.62,-5.44,0.38,466

7406,-0.87,-0.38,-0.01,3.25,-0.17,-3.27,466

7427,-0.93,-0.26,0.02,16.8,3.69,-12.16,466

7446,-0.97,-0.18,0.04,16.98,4.73,-3.79,466

7467,-0.95,-0.15,0.07,4.43,0.64,6.46,466

7486,-0.92,-0.23,0.06,-1.16,-0.05,-6.89,467

7506,-0.89,-0.35,0.06,6.66,2.71,-5.04,467

7526,-0.95,-0.29,0.08,14.84,4.87,-12.8,467

7546,-0.93,-0.19,0.06,14.32,7.2,-8.07,467

7566,-0.95,-0.15,0.05,12.14,8.33,-13.85,467

7586,-0.97,-0.08,0.02,7.96,7.65,-15.41,468

7606,-0.96,-0.11,0.02,3.54,7.95,-17.13,468

7626,-0.97,-0.16,0.08,6.61,10.29,-16.01,468

7646,-0.98,-0.15,0.11,14.64,13.98,-29.35,469

7666,-1.02,-0.07,0.1,20.92,18.04,-35.18,470

7686,-1.04,0.06,0.11,14.03,16.47,-34.69,470

7706,-1.06,0.19,0.21,8.63,21.68,-44.38,471

7727,-1.2,0.36,0.37,-4.29,22.0,-49.44,476

7746,-1.05,0.08,0.27,-47.14,1.57,-94.96,481

7767,-0.71,-0.67,0.06,-57.0,14.74,-98.25,481

7786,-0.71,-1.04,-0.02,-18.24,23.43,-83.5,479

7806,-0.88,-0.9,0.06,24.12,1.68,6.68,480

7826,-0.95,-0.27,-0.0,30.83,-25.99,40.42,481

7846,-1.02,-0.15,0.08,-0.06,-43.12,58.46,481

7866,-0.96,-0.39,0.11,-6.81,-55.85,69.75,481

7886,-0.82,-0.46,0.06,10.95,-45.71,79.6,481

7906,-0.96,-0.4,0.1,25.22,-41.44,92.52,481

7926,-0.94,-0.27,0.07,17.83,-45.77,116.55,480

7946,-0.91,-0.25,0.06,0.78,-45.47,110.96,480

7966,-0.88,-0.24,0.09,-11.89,-46.51,127.19,479

7986,-0.8,-0.26,-0.01,-23.55,-53.16,110.35,477

8006,-0.81,-0.33,0.03,-25.92,-47.85,90.71,476

8027,-0.72,-0.39,0.09,-27.25,-46.75,85.34,475

8046,-0.67,-0.4,0.14,-18.76,-34.16,82.43,475

8067,-0.79,-0.33,0.13,2.48,-15.47,60.95,475

8086,-0.9,-0.05,0.1,-1.48,-12.48,38.41,475

