Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693167863.209189
ThreadStarted;1693167863.210476
WorkerResourceThreadStarted;1693167863.210476
DeviceConnected;1693167863.242963
Filename;0_2023_08_27_23_24_25_u0mDuLZiHp19H7OgAAAZ.json
ProcessReady;1693167863.249297
FirstDataSent;1693167863.458304
FirstResponseReceived;1693167863.477564
TheadStopped;1693167873.953254
