Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693168301.431044
ThreadStarted;1693168301.432311
WorkerResourceThreadStarted;1693168301.432311
DeviceConnected;1693168301.461927
Filename;0_2023_08_27_23_31_43_LIBAeJGEA7nHsXvOAAA9.json
ProcessReady;1693168301.469261
FirstDataSent;1693168301.674255
FirstResponseReceived;1693168301.682015
TheadStopped;1693168312.165262
