Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693163039.248995
ThreadStarted;1693163039.249933
WorkerResourceThreadStarted;1693163039.249933
DeviceConnected;1693163039.562017
Filename;0_2023_08_27_19_04_00_4SN-T4NLDH_n37S3AAAd.json
ProcessReady;1693163039.616486
FirstDataSent;1693163039.768259
FirstResponseReceived;1693163039.819509
TheadStopped;1693163050.257314
