Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;375360.032623
BluetoothConnected;375360.070677
ThreadStarted:375376.386840
SocketInitialized;375376.400291
DeviceConnected:375376.920508
FilenameTime:375377.008866
Filename:1_2023_09_19_08_43_04_bmw42RapZvRJPJXWAAAx.json
ProcessReady;375377.079282
FirstResponseReceived;375377.199610
