Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693163508.516267
ThreadStarted;1693163508.516659
WorkerResourceThreadStarted;1693163508.517681
DeviceConnected;1693163508.846851
Filename;0_2023_08_27_19_11_49_R8l_or6AjuB1-YqMAABD.json
ProcessReady;1693163508.903853
FirstDataSent;1693163509.0617
FirstResponseReceived;1693163509.116888
TheadStopped;1693163519.553257
