Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693163533.165283
ThreadStarted;1693163533.166278
WorkerResourceThreadStarted;1693163533.167277
DeviceConnected;1693163533.488656
Filename;0_2023_08_27_19_12_14_3XTl_G9k9aNTwrb9AABF.json
ProcessReady;1693163533.543867
FirstDataSent;1693163533.701968
FirstResponseReceived;1693163533.754595
TheadStopped;1693163544.185099
