Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1683284.847481
BluetoothConnected;1683284.871075
ThreadStarted:1683296.473424
SocketInitialized;1683296.479191
DeviceConnected:1683296.565505
FilenameTime:1683296.585272
Filename:1_2023_08_18_23_21_10_SckPZZbJBK4FzCPqAAAy.json
ProcessReady;1683296.592725
FirstResponseReceived;1683296.642068
