Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693167984.983387
ThreadStarted;1693167984.984521
WorkerResourceThreadStarted;1693167984.984521
DeviceConnected;1693167985.01805
Filename;0_2023_08_27_23_26_27_2AL_4CF578eQ8AVqAAAj.json
ProcessReady;1693167985.024881
FirstDataSent;1693167985.235256
FirstResponseReceived;1693167985.247003
TheadStopped;1693167995.725253
