Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;18000
TestDataRepeatCount;1
ThreadCreated;1635530.320381
BluetoothConnected;1635530.347716
ThreadStarted:1635539.601004
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1635539.603276
AssignWorkerDeviceRequested;1635539.872842
BrokerIPAssigned;1635539.871757
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
SocketInitialized;1635539.901539
WorkerDeviceAssigned;1635539.894502
WorkerIP;192.168.2.151
CPU_Usage;0.761421319796951
DeviceConnected:1635539.996855
FilenameTime:1635540.279274
Filename:1_2023_08_18_08_55_48_eWfyJ2E5Dc5JBtAMAAAX.json
ProcessReady;1635540.300301
FirstResponseReceived;1635540.342576
