Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693168009.29756
ThreadStarted;1693168009.298482
WorkerResourceThreadStarted;1693168009.299485
DeviceConnected;1693168009.340704
Filename;0_2023_08_27_23_26_51_ovX1HMdV1K_d8bDHAAAl.json
ProcessReady;1693168009.347273
FirstDataSent;1693168009.553226
FirstResponseReceived;1693168009.56392
TheadStopped;1693168020.042132
