Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693163286.645043
ThreadStarted;1693163286.645043
WorkerResourceThreadStarted;1693163286.646037
DeviceConnected;1693163286.942708
Filename;0_2023_08_27_19_08_07_CoeQYDPdnaZjPCs5AAAx.json
ProcessReady;1693163286.990566
FirstDataSent;1693163287.153258
FirstResponseReceived;1693163287.199906
TheadStopped;1693163297.642894
