Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693168277.04782
ThreadStarted;1693168277.048325
WorkerResourceThreadStarted;1693168277.048325
DeviceConnected;1693168277.076371
Filename;0_2023_08_27_23_31_19_F_6n3-bSIwFQcNfuAAA7.json
ProcessReady;1693168277.083494
FirstDataSent;1693168277.291254
FirstResponseReceived;1693168277.310552
TheadStopped;1693168287.787259
