Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1672014.095353
BluetoothConnected;1672014.119397
ThreadStarted:1672023.987428
SocketInitialized;1672023.992227
DeviceConnected:1672024.659236
FilenameTime:1672024.913233
Filename:1_2023_08_18_17_13_13_LIn6KIlsqgM1S0x_AAAp.json
ProcessReady;1672025.066100
FirstResponseReceived;1672025.273820
