Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693167936.215899
ThreadStarted;1693167936.216879
WorkerResourceThreadStarted;1693167936.217875
DeviceConnected;1693167936.246554
Filename;0_2023_08_27_23_25_38_jV1ysQgih2JaDiKIAAAf.json
ProcessReady;1693167936.254636
FirstDataSent;1693167936.451157
FirstResponseReceived;1693167936.467525
TheadStopped;1693167946.937559
