Feature;Value
ApplicationName;GaitAnalysis
TestType;Worker
DeviceURL;http://192.168.2.151:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1689260.260219
BluetoothConnected;1689260.284404
ThreadStarted:1689268.036264
SocketInitialized;1689268.040831
DeviceConnected:1689268.124128
FilenameTime:1689268.151596
Filename:1_2023_08_19_01_00_41_oHDYMWEHKTfgNM9FAABd.json
ProcessReady;1689268.163397
FirstResponseReceived;1689268.195445
