Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693168350.070463
ThreadStarted;1693168350.071486
WorkerResourceThreadStarted;1693168350.071486
DeviceConnected;1693168350.115237
Filename;0_2023_08_27_23_32_32_gQN2RFVgfu7izBfqAABB.json
ProcessReady;1693168350.122016
FirstDataSent;1693168350.31726
FirstResponseReceived;1693168350.330621
TheadStopped;1693168360.808119
