Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1695642678.447853
ThreadStarted;1695642678.44885
WorkerResourceThreadStarted;1695642678.449847
DeviceConnected;1695642678.928568
Filename;0_2023_09_25_11_51_18_V9Ffogrbz0YujitCAACt.json
ProcessReady;1695642678.996334
FirstDataSent;1695642679.146161
FirstResponseReceived;1695642679.22537
TheadStopped;1695642689.636972
