Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692439997.600128
ThreadStarted;1692439997.600128
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692439997.600128
BrokerIPAssigned;1692439997.776144
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;0.5686438102936416
AssignWorkerDeviceRequested;1692439997.776144
WorkerDeviceAssigned;1692439997.8761
WorkerIP;212.253.104.215
CPU_Usage;1.0152284263959421
WorkerResourceThreadStarted;1692439997.878099
CloudResourceThreadStarted;1692439997.879078
DeviceConnected;1692439998.187056
Filename;undefined_2023_08_19_13_13_20_mapVe-jC8KxCDPU8AABF.json
Filename;0_2023_08_19_13_13_19_2tMP0ZE9jDq6kn2kAABD.json
ProcessReady;1692439998.326984
FirstDataSent;1692439998.398807
FirstResponseReceived;1692439998.451549
TheadStopped;1692440008.893374
