Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692404263.523145
ThreadStarted;1692404263.524142
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692404263.524142
BrokerIPAssigned;1692404263.634081
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
AssignWorkerDeviceRequested;1692404263.634081
WorkerDeviceAssigned;1692404263.647072
WorkerIP;192.168.2.125
CPU_Usage;1.0126582278481067
WorkerResourceThreadStarted;1692404263.649071
BrokerResourceThreadStarted;1692404263.652078
CloudResourceThreadStarted;1692404263.656066
DeviceConnected;1692404263.701042
Filename;0_2023_08_19_03_17_44_hqMQGuFL06_H4IjfAAAz.json
ProcessReady;1692404263.728025
FirstDataSent;1692404263.911793
FirstResponseReceived;1692404263.919819
TheadStopped;1692404274.394333
