Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692439922.508339
ThreadStarted;1692439922.508339
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692439922.508339
BrokerIPAssigned;1692439922.689238
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;0.5686438102936416
AssignWorkerDeviceRequested;1692439922.689238
WorkerDeviceAssigned;1692439922.804278
WorkerIP;212.253.104.215
CPU_Usage;1.7543859649122862
WorkerResourceThreadStarted;1692439922.806211
CloudResourceThreadStarted;1692439922.807192
DeviceConnected;1692439923.124842
Filename;undefined_2023_08_19_13_12_05_x-l3RZm1IEhNk7f6AAA_.json
Filename;0_2023_08_19_13_12_04_gfbbzEirA1eQZYoUAAA9.json
ProcessReady;1692439923.2676
FirstDataSent;1692439923.339479
FirstResponseReceived;1692439923.391586
TheadStopped;1692439933.821711
