request;0;1687068.178161
request;1;1687068.179011
result;0;-1;0.001672983169555664;0.0001361370086669922;0.0005209445953369141;0.0036880970001220703;1687068.189707
result;1;-1;0.0017049312591552734;0.0007081031799316406;0.00017309188842773438;0.003857135772705078;1687068.199440
request;2;1687068.268121
request;3;1687068.268835
request;4;1687068.269572
request;5;1687068.269773
request;6;1687068.269903
result;2;-1;0.0014019012451171875;0.0008699893951416016;0.00014495849609375;0.003507852554321289;1687068.279134
result;4;-1;0.0021059513092041016;8.797645568847656e-05;0.00014400482177734375;0.0038378238677978516;1687068.286376
result;3;-1;0.0014040470123291016;0.001499176025390625;8.893013000488281e-05;0.005098104476928711;1687068.287065
result;5;-1;0.004795074462890625;0.0002589225769042969;0.00016307830810546875;0.0065419673919677734;1687068.287537
result;6;-1;0.007344961166381836;0.0008039474487304688;0.00014209747314453125;0.00933980941772461;1687068.290983
request;7;1687068.312967
request;8;1687068.313836
result;7;-1;0.0016241073608398438;0.0007989406585693359;0.00016498565673828125;0.003849029541015625;1687068.326116
result;8;-1;0.0016260147094726562;0.0007491111755371094;0.0001609325408935547;0.0037271976470947266;1687068.331837
request;9;1687068.358417
request;10;1687068.359253
result;9;-1;0.0015990734100341797;0.0007920265197753906;0.0001609325408935547;0.0038101673126220703;1687068.369798
result;10;-1;0.0015821456909179688;0.0007970333099365234;0.00016188621520996094;0.0037419795989990234;1687068.375663
request;11;1687068.403708
request;12;1687068.404548
request;13;1687068.404786
result;11;-1;0.0015540122985839844;0.0002570152282714844;0.0001609325408935547;0.003236055374145508;1687068.414809
result;12;-1;0.0016291141510009766;0.0011219978332519531;0.0001800060272216797;0.0046842098236083984;1687068.422736
result;13;-1;0.0032339096069335938;0.0008370876312255859;0.00018596649169921875;0.005666017532348633;1687068.423144
request;14;1687068.447983
request;15;1687068.449081
result;14;-1;0.0016040802001953125;0.0007939338684082031;0.00018310546875;0.0037860870361328125;1687068.460502
result;15;-1;0.0015740394592285156;0.00080108642578125;0.00017690658569335938;0.0037479400634765625;1687068.465724
